"","species_common","species_scientific","leaf_nlayers","leaf_chlorophyll_a","leaf_chlorophyll_b","leaf_chlorophyll_total","leaf_carotenoid_total","leaf_anthocyanin_total","LMA","project","sample_year","sample_name","sample_id","leaf_water_content"
"183","Black locust","Robinia pseudoacacia",1.17,10.43,1.01,11.44,3.54,NA,30,"ANGERS",2003,"Rob-pse_0183","ANGERS_Rob-pse_0183_2003",71
"184","Red-barked dogwood","Cornus alba",1.27,0.64,0.53,1.17,0,NA,24,"ANGERS",2003,"Cor-alb_0184","ANGERS_Cor-alb_0184_2003",81
"185","Red-barked dogwood","Cornus alba",1.27,0.46,0.32,0.78,0,NA,21,"ANGERS",2003,"Cor-alb_0185","ANGERS_Cor-alb_0185_2003",82
"186","Red-barked dogwood","Cornus alba",1.53,31.39,9.78,41.17,7.9,NA,38,"ANGERS",2003,"Cor-alb_0186","ANGERS_Cor-alb_0186_2003",85
"187","Red-barked dogwood","Cornus alba",1.53,34.24,10.89,45.13,9.07,NA,39,"ANGERS",2003,"Cor-alb_0187","ANGERS_Cor-alb_0187_2003",75
"188","Red-barked dogwood","Cornus alba",1.58,24.56,7.38,31.94,6.44,NA,37,"ANGERS",2003,"Cor-alb_0188","ANGERS_Cor-alb_0188_2003",81
"189","Red-barked dogwood","Cornus alba",1.67,24.56,7.89,32.44,6.82,NA,37,"ANGERS",2003,"Cor-alb_0189","ANGERS_Cor-alb_0189_2003",86
"190","Laurustinus","Viburnum tinus",1.58,12.53,3.75,16.29,5.25,NA,73,"ANGERS",2003,"Vib-tin_0190","ANGERS_Vib-tin_0190_2003",146
"191","Laurustinus","Viburnum tinus",1.56,13.24,3.73,16.97,6.44,NA,74,"ANGERS",2003,"Vib-tin_0191","ANGERS_Vib-tin_0191_2003",145
"192","Laurustinus","Viburnum tinus",1.82,47.37,17.64,65.01,17.47,NA,135,"ANGERS",2003,"Vib-tin_0192","ANGERS_Vib-tin_0192_2003",157
"193","Laurustinus","Viburnum tinus",1.86,52.66,21.49,74.15,18.41,NA,138,"ANGERS",2003,"Vib-tin_0193","ANGERS_Vib-tin_0193_2003",176
"194","Laurustinus","Viburnum tinus",1.82,27.42,9.59,37.01,9.91,NA,100,"ANGERS",2003,"Vib-tin_0194","ANGERS_Vib-tin_0194_2003",136
"195","Laurustinus","Viburnum tinus",1.78,28.02,10.29,38.32,9.54,NA,87,"ANGERS",2003,"Vib-tin_0195","ANGERS_Vib-tin_0195_2003",125
"196","Dwarf schefflera","Schefflera arboricola",1.68,2.83,2.61,5.44,1.08,NA,79,"ANGERS",2003,"Sch-arb_0196","ANGERS_Sch-arb_0196_2003",326
"197","Dwarf schefflera","Schefflera arboricola",1.68,2.6,1.74,4.34,1.59,NA,81,"ANGERS",2003,"Sch-arb_0197","ANGERS_Sch-arb_0197_2003",316
"198","Dwarf schefflera","Schefflera arboricola",1.48,25.82,9.1,34.92,8.1,NA,83,"ANGERS",2003,"Sch-arb_0198","ANGERS_Sch-arb_0198_2003",257
"199","Dwarf schefflera","Schefflera arboricola",1.5,24.71,9.04,33.74,7.84,NA,81,"ANGERS",2003,"Sch-arb_0199","ANGERS_Sch-arb_0199_2003",252
"200","Dwarf schefflera","Schefflera arboricola",1.73,34.01,13.16,47.18,11.32,NA,116,"ANGERS",2003,"Sch-arb_0200","ANGERS_Sch-arb_0200_2003",265
"201","Dwarf schefflera","Schefflera arboricola",1.76,28.85,10.78,39.63,11.05,NA,110,"ANGERS",2003,"Sch-arb_0201","ANGERS_Sch-arb_0201_2003",253
"202","Sycamore maple","Acer pseudoplatanus",1.36,15.56,4.91,20.47,5.3,NA,23,"ANGERS",2003,"Ace-pse_0202","ANGERS_Ace-pse_0202_2003",88
"203","Sycamore maple","Acer pseudoplatanus",1.36,16.54,4.81,21.35,5.77,NA,23,"ANGERS",2003,"Ace-pse_0203","ANGERS_Ace-pse_0203_2003",88
"204","Sycamore maple","Acer pseudoplatanus",1.39,16.11,4.91,21.01,5.47,NA,22,"ANGERS",2003,"Ace-pse_0204","ANGERS_Ace-pse_0204_2003",79
"205","Sycamore maple","Acer pseudoplatanus",1.39,15.83,4.83,20.66,5.51,NA,24,"ANGERS",2003,"Ace-pse_0205","ANGERS_Ace-pse_0205_2003",79
"206","Sycamore maple","Acer pseudoplatanus",1.32,14.35,4.27,18.62,4.98,NA,23,"ANGERS",2003,"Ace-pse_0206","ANGERS_Ace-pse_0206_2003",77
"207","Sycamore maple","Acer pseudoplatanus",1.33,14.61,4.44,19.05,5.16,NA,22,"ANGERS",2003,"Ace-pse_0207","ANGERS_Ace-pse_0207_2003",81
"208","Tuliptree","Liriodendron tulipifera",1.55,31.26,10.44,41.69,14.27,NA,44,"ANGERS",2003,"Lir-tul_0208","ANGERS_Lir-tul_0208_2003",101
"209","Tuliptree","Liriodendron tulipifera",1.43,27.2,8.82,36.01,14.48,NA,45,"ANGERS",2003,"Lir-tul_0209","ANGERS_Lir-tul_0209_2003",106
"210","Japanese snowball","Viburnum plicatum",1.79,46.05,15.94,61.99,12.18,NA,68,"ANGERS",2003,"Vib-pli_0210","ANGERS_Vib-pli_0210_2003",120
"211","Japanese snowball","Viburnum plicatum",1.77,40.27,12.67,52.94,11.81,NA,61,"ANGERS",2003,"Vib-pli_0211","ANGERS_Vib-pli_0211_2003",102
"212","European chestnut","Castanea sativa",1.39,28.39,8.25,36.64,8.62,NA,63,"ANGERS",2003,"Castanea sativa_0212","ANGERS_Castanea sativa_0212_2003",73
"213","European chestnut","Castanea sativa",1.41,23.49,7.14,30.62,6.67,NA,66,"ANGERS",2003,"Castanea sativa_0213","ANGERS_Castanea sativa_0213_2003",89
"214","Portugal laurel","Prunus lusitanica",2.05,53.21,19.6,72.81,18.19,NA,157,"ANGERS",2003,"Pru-lus_0214","ANGERS_Pru-lus_0214_2003",194
"215","Portugal laurel","Prunus lusitanica",1.94,19.28,5.09,24.37,7.34,NA,103,"ANGERS",2003,"Pru-lus_0215","ANGERS_Pru-lus_0215_2003",145
"216","English walnut","Juglans regia",1.59,38.67,13.19,51.86,20.6,NA,79,"ANGERS",2003,"Jug-reg_0216","ANGERS_Jug-reg_0216_2003",133
"217","English walnut","Juglans regia",1.52,30.4,12.46,42.86,19.82,NA,68,"ANGERS",2003,"Jug-reg_0217","ANGERS_Jug-reg_0217_2003",117
"218","Cherry laurel","Prunus laurocerasus",2.1,26.53,9.07,35.6,6.89,NA,91,"ANGERS",2003,"Pru-lau_0218","ANGERS_Pru-lau_0218_2003",181
"219","Cherry laurel","Prunus laurocerasus",1.95,17.57,5.32,22.89,4.66,NA,94,"ANGERS",2003,"Pru-lau_0219","ANGERS_Pru-lau_0219_2003",197
"220","Otto Luyken English laurel","Prunus laurocerasus",1.98,53.11,16.96,70.07,18.87,NA,131,"ANGERS",2003,"Pru-lau_0220","ANGERS_Pru-lau_0220_2003",214
"221","Otto Luyken English laurel","Prunus laurocerasus",2,47.45,15.3,62.75,15.21,NA,128,"ANGERS",2003,"Pru-lau_0221","ANGERS_Pru-lau_0221_2003",213
"222","Staghorn sumac","Rhus typhina",1.52,29.59,9.07,38.66,10.29,NA,69,"ANGERS",2003,"Rhu-typ_0222","ANGERS_Rhu-typ_0222_2003",96
"223","Staghorn sumac","Rhus typhina",1.48,25.66,7.54,33.2,10.36,NA,74,"ANGERS",2003,"Rhu-typ_0223","ANGERS_Rhu-typ_0223_2003",90
"224","Wine grape","Vitis vinifera",1.47,12.69,4.47,17.16,5.73,NA,51,"ANGERS",2003,"Vit-vin_0224","ANGERS_Vit-vin_0224_2003",105
"225","Wine grape","Vitis vinifera",1.29,14.11,4.9,19.02,5.43,NA,41,"ANGERS",2003,"Vit-vin_0225","ANGERS_Vit-vin_0225_2003",95
"226","Boston ivy","Parthenocissus tricuspidata",1.64,9.32,3.7,13.02,4.47,NA,51,"ANGERS",2003,"Parthenocissus tricuspidata_0226","ANGERS_Parthenocissus tricuspidata_0226_2003",134
"227","Boston ivy","Parthenocissus tricuspidata",1.32,11.1,3.66,14.76,4.23,NA,46,"ANGERS",2003,"Parthenocissus tricuspidata_0227","ANGERS_Parthenocissus tricuspidata_0227_2003",142
"228","European alder","Alnus glutinosa",1.68,52.64,20.96,73.6,14.02,NA,56,"ANGERS",2003,"Aln-glu_0228","ANGERS_Aln-glu_0228_2003",107
"229","European alder","Alnus glutinosa",1.52,43.86,14.86,58.72,11.7,NA,58,"ANGERS",2003,"Aln-glu_0229","ANGERS_Aln-glu_0229_2003",90
"230","Silver linden","Tilia tomentosa",1.88,44.15,16.04,60.19,12.27,NA,72,"ANGERS",2003,"Tilia tomentosa_0230","ANGERS_Tilia tomentosa_0230_2003",81
"231","Silver linden","Tilia tomentosa",2.04,23.98,7.42,31.39,7.14,NA,73,"ANGERS",2003,"Tilia tomentosa_0231","ANGERS_Tilia tomentosa_0231_2003",70
"232","Pin oak","Quercus palustris",1.31,40.04,14.28,54.32,10.67,NA,57,"ANGERS",2003,"Quercus palustris_0232","ANGERS_Quercus palustris_0232_2003",61
"233","Pin oak","Quercus palustris",1.26,34.86,12.64,47.5,9.97,NA,50,"ANGERS",2003,"Quercus palustris_0233","ANGERS_Quercus palustris_0233_2003",50
"234","European privet","Ligustrum vulgare",2.05,40.45,12.24,52.69,13.62,NA,121,"ANGERS",2003,"Ligustrum vulgare_0234","ANGERS_Ligustrum vulgare_0234_2003",185
"235","European privet","Ligustrum vulgare",2.06,15.03,4.83,19.87,4.84,NA,64,"ANGERS",2003,"Ligustrum vulgare_0235","ANGERS_Ligustrum vulgare_0235_2003",140
"236","Large gray willow","Salix atrocinerea",1.73,38.06,12.27,50.33,8.5,NA,69,"ANGERS",2003,"Salix atrocinerea_0236","ANGERS_Salix atrocinerea_0236_2003",75
"237","Large gray willow","Salix atrocinerea",1.56,42.53,13.52,56.05,10.49,NA,84,"ANGERS",2003,"Salix atrocinerea_0237","ANGERS_Salix atrocinerea_0237_2003",113
"238","White poplar","Populus alba",2.71,41.76,15.38,57.14,12.29,NA,66,"ANGERS",2003,"Pop-alb_0238","ANGERS_Pop-alb_0238_2003",89
"239","White poplar","Populus alba",2.69,43.54,17.61,61.15,11.74,NA,63,"ANGERS",2003,"Pop-alb_0239","ANGERS_Pop-alb_0239_2003",89
"240","English ivy","Hedera helix",1.79,37.93,13.66,51.58,12.75,NA,98,"ANGERS",2003,"Hed-hel_0240","ANGERS_Hed-hel_0240_2003",183
"241","English ivy","Hedera helix",1.9,1.01,0.74,1.75,0.68,NA,47,"ANGERS",2003,"Hed-hel_0241","ANGERS_Hed-hel_0241_2003",157
"242","Holly oak","Quercus ilex",2.43,40.76,14.47,55.23,10.85,NA,150,"ANGERS",2003,"Que-ile_0242","ANGERS_Que-ile_0242_2003",127
"243","Holly oak","Quercus ilex",2.41,39.92,14.68,54.6,10.18,NA,150,"ANGERS",2003,"Que-ile_0243","ANGERS_Que-ile_0243_2003",130
"244","Leatherleaf arrowwood","Viburnum rhytidophyllum",2.35,43.27,11.28,54.55,10.72,NA,92,"ANGERS",2003,"Viburnum rhytidophyllum_0244","ANGERS_Viburnum rhytidophyllum_0244_2003",119
"245","Leatherleaf arrowwood","Viburnum rhytidophyllum",2.16,36.38,10.21,46.59,9.49,NA,85,"ANGERS",2003,"Viburnum rhytidophyllum_0245","ANGERS_Viburnum rhytidophyllum_0245_2003",126
"246","Rhododendron calophytum","Rhododendron calophytum",2.02,49.64,16.6,66.23,14.44,NA,117,"ANGERS",2003,"Rhododendron calophytum_0246","ANGERS_Rhododendron calophytum_0246_2003",155
"247","Rhododendron calophytum","Rhododendron calophytum",2,38.74,13.63,52.37,10.95,NA,108,"ANGERS",2003,"Rhododendron calophytum_0247","ANGERS_Rhododendron calophytum_0247_2003",158
"248","Sweetgum","Liquidambar styraciflua",1.54,27.96,8.93,36.89,9.7,NA,55,"ANGERS",2003,"Liq-sty_0248","ANGERS_Liq-sty_0248_2003",105
"249","Sweetgum","Liquidambar styraciflua",1.58,21.75,6.22,27.97,8.3,NA,78,"ANGERS",2003,"Liq-sty_0249","ANGERS_Liq-sty_0249_2003",111
"250","Wintercreeper","Euonymus fortunei",1.57,0.85,0.48,1.33,2.35,NA,33,"ANGERS",2003,"Euo-for_0250","ANGERS_Euo-for_0250_2003",166
"251","Wintercreeper","Euonymus fortunei",1.54,8.71,1.52,10.23,2.84,NA,36,"ANGERS",2003,"Euo-for_0251","ANGERS_Euo-for_0251_2003",169
"252","Wintercreeper","Euonymus fortunei",1.67,28.36,9.26,37.62,8.01,NA,46,"ANGERS",2003,"Euo-for_0252","ANGERS_Euo-for_0252_2003",167
"253","Wintercreeper","Euonymus fortunei",1.83,20.69,6.3,26.98,7.71,NA,71,"ANGERS",2003,"Euo-for_0253","ANGERS_Euo-for_0253_2003",217
"254","Wintercreeper","Euonymus fortunei",1.93,0.41,0.51,0.92,0.67,NA,58,"ANGERS",2003,"Euo-for_0254","ANGERS_Euo-for_0254_2003",157
"255","Wintercreeper","Euonymus fortunei",2.02,34.8,10.79,45.59,10.8,NA,83,"ANGERS",2003,"Euo-for_0255","ANGERS_Euo-for_0255_2003",150
"256","Sycamore maple","Acer pseudoplatanus",1.67,22.53,6.9,29.43,7.78,NA,36,"ANGERS",2003,"Ace-pse_0256","ANGERS_Ace-pse_0256_2003",109
"257","Geranium","Geranium",1.78,0.99,0.3,1.29,0.06,NA,18,"ANGERS",2003,"Geranium_0257","ANGERS_Geranium_0257_2003",179
"258","Variegated boxelder","Acer negundo",1.2,0.72,0.83,1.56,0.04,NA,22,"ANGERS",2003,"Ace-neg_0258","ANGERS_Ace-neg_0258_2003",84
"259","Variegated boxelder","Acer negundo",1.22,20.39,6.56,26.96,8.04,NA,42,"ANGERS",2003,"Ace-neg_0259","ANGERS_Ace-neg_0259_2003",108
"260","European smoketree","Cotinus coggygria",1.71,29.56,9.02,38.58,12.01,NA,92,"ANGERS",2003,"Cotinus coggygria_0260","ANGERS_Cotinus coggygria_0260_2003",115
"261","Judas-tree","Cercis siliquastrum",1.45,24.42,7.06,31.48,9.23,NA,58,"ANGERS",2003,"Cercis siliquastrum_0261","ANGERS_Cercis siliquastrum_0261_2003",114
"262","Judas-tree","Cercis siliquastrum",1.42,17.75,5.3,23.05,6.91,NA,56,"ANGERS",2003,"Cercis siliquastrum_0262","ANGERS_Cercis siliquastrum_0262_2003",124
"263","Beautyberry","Callicarpa bodinieri",1.46,11.07,4.09,15.16,5.83,NA,72,"ANGERS",2003,"Calicarpa bodinieri_0263","ANGERS_Calicarpa bodinieri_0263_2003",129
"264","Beautyberry","Callicarpa bodinieri",1.56,15.38,5.93,21.31,7.68,NA,71,"ANGERS",2003,"Calicarpa bodinieri_0264","ANGERS_Calicarpa bodinieri_0264_2003",112
"265","Common lilac","Syringa vulgaris",1.56,47.3,15.63,62.93,15.39,NA,84,"ANGERS",2003,"Syr-vul_0265","ANGERS_Syr-vul_0265_2003",146
"266","Common lilac","Syringa vulgaris",1.62,41.05,14.62,55.67,12.71,NA,72,"ANGERS",2003,"Syr-vul_0266","ANGERS_Syr-vul_0266_2003",132
"267","Cider gum","Eucalyptus gunnii",1.41,31.63,12.27,43.9,11.25,NA,112,"ANGERS",2003,"Eucalyptus gunnii_0267","ANGERS_Eucalyptus gunnii_0267_2003",260
"268","Cider gum","Eucalyptus gunnii",1.46,31.81,12,43.8,11.19,NA,110,"ANGERS",2003,"Eucalyptus gunnii_0268","ANGERS_Eucalyptus gunnii_0268_2003",264
"269","English holly","Ilex aquifolium",2,1.75,0.61,2.36,0.76,NA,89,"ANGERS",2003,"Ile-aqu_0269","ANGERS_Ile-aqu_0269_2003",259
"270","English holly","Ilex aquifolium",2.22,64.9,22.7,87.6,20.77,NA,189,"ANGERS",2003,"Ile-aqu_0270","ANGERS_Ile-aqu_0270_2003",287
"271","Holly osmanthus","Osmanthus heterophyllus",2.36,26.16,10.95,37.11,9.13,NA,331,"ANGERS",2003,"Osmanthus heterophyllus_0271","ANGERS_Osmanthus heterophyllus_0271_2003",337
"272","Holly osmanthus","Osmanthus heterophyllus",2.48,24.88,11.58,36.46,7.86,NA,326,"ANGERS",2003,"Osmanthus heterophyllus_0272","ANGERS_Osmanthus heterophyllus_0272_2003",340
"273","Hortensia","Hydrangea macrophylla",1.56,18.88,8.4,27.28,5.61,NA,17,"ANGERS",2003,"Hyd-mac_0273","ANGERS_Hyd-mac_0273_2003",180
"274","Hortensia","Hydrangea macrophylla",1.64,32.3,13.99,46.29,9.1,NA,34,"ANGERS",2003,"Hyd-mac_0274","ANGERS_Hyd-mac_0274_2003",261
"275","Weigela florida","Weigela florida",1.97,23.82,8.26,32.08,9.14,NA,81,"ANGERS",2003,"Wei-flo_0275","ANGERS_Wei-flo_0275_2003",215
"276","Weigela florida","Weigela florida",1.94,21.34,7.88,29.22,6.97,NA,91,"ANGERS",2003,"Wei-flo_0276","ANGERS_Wei-flo_0276_2003",188
